x, y, t, p, sqrt(u^2+v^2), u, v
0, 0, 3, 5.66219, 0, 0, 0
2.2, 0, 3, 0, 0, 0, 0
0, 0.41, 3, 5.64633, 0, 0, 0
2.2, 0.41, 3, 0, 0, 0, 0
0.2, 0.15, 3, 3.84827, 0, 0, 0
0.25, 0.2, 3, 4.39015, 0, 0, 0
0.2, 0.25, 3, 3.74856, 0, 0, 0
0.15, 0.2, 3, 7.22395, 0, 0, 0
0.022, 0, 3, 5.66012, 0, 0, 0
0.0418, 0, 3, 5.65556, 0, 0, 0
0.0616, 0, 3, 5.64149, 0, 0, 0
0.0814, 0, 3, 5.62387, 0, 0, 0
0.1012, 0, 3, 5.59026, 0, 0, 0
0.121, 0, 3, 5.5538, 0, 0, 0
0.1408, 0, 3, 5.49739, 0, 0, 0
0.1606, 0, 3, 5.42681, 0, 0, 0
0.1804, 0, 3, 5.35638, 0, 0, 0
0.2002, 0, 3, 5.25836, 0, 0, 0
0.2222, 0, 3, 5.16998, 0, 0, 0
0.242, 0, 3, 5.06918, 0, 0, 0
0.2618, 0, 3, 4.99535, 0, 0, 0
0.2816, 0, 3, 4.91888, 0, 0, 0
0.3014, 0, 3, 4.85685, 0, 0, 0
0.3212, 0, 3, 4.80484, 0, 0, 0
0.341, 0, 3, 4.76116, 0, 0, 0
0.3608, 0, 3, 4.7225, 0, 0, 0
0.3806, 0, 3, 4.68664, 0, 0, 0
0.4004, 0, 3, 4.6503, 0, 0, 0
0.4202, 0, 3, 4.61103, 0, 0, 0
0.4422, 0, 3, 4.56216, 0, 0, 0
0.462, 0, 3, 4.50956, 0, 0, 0
0.4818, 0, 3, 4.4496, 0, 0, 0
0.5016, 0, 3, 4.38149, 0, 0, 0
0.5214, 0, 3, 4.30362, 0, 0, 0
0.5412, 0, 3, 4.21869, 0, 0, 0
0.561, 0, 3, 4.13146, 0, 0, 0
0.5808, 0, 3, 4.04588, 0, 0, 0
0.6006, 0, 3, 3.96531, 0, 0, 0
0.6204, 0, 3, 3.89426, 0, 0, 0
0.6402, 0, 3, 3.83965, 0, 0, 0
0.6622, 0, 3, 3.80315, 0, 0, 0
0.682, 0, 3, 3.78643, 0, 0, 0
0.7018, 0, 3, 3.76988, 0, 0, 0
0.7216, 0, 3, 3.7456, 0, 0, 0
0.7414, 0, 3, 3.71402, 0, 0, 0
0.7612, 0, 3, 3.67953, 0, 0, 0
0.781, 0, 3, 3.64515, 0, 0, 0
0.8008, 0, 3, 3.611, 0, 0, 0
0.8206, 0, 3, 3.57512, 0, 0, 0
0.8404, 0, 3, 3.53481, 0, 0, 0
0.8602, 0, 3, 3.48771, 0, 0, 0
0.8822, 0, 3, 3.42602, 0, 0, 0
0.902, 0, 3, 3.36185, 0, 0, 0
0.9218, 0, 3, 3.29178, 0, 0, 0
0.9416, 0, 3, 3.2179, 0, 0, 0
0.9614, 0, 3, 3.14225, 0, 0, 0
0.9812, 0, 3, 3.06576, 0, 0, 0
1.001, 0, 3, 2.98797, 0, 0, 0
1.0208, 0, 3, 2.90756, 0, 0, 0
1.0406, 0, 3, 2.82327, 0, 0, 0
1.0604, 0, 3, 2.73482, 0, 0, 0
1.0802, 0, 3, 2.64357, 0, 0, 0
1.1022, 0, 3, 2.54333, 0, 0, 0
1.122, 0, 3, 2.45961, 0, 0, 0
1.1418, 0, 3, 2.38798, 0, 0, 0
1.1616, 0, 3, 2.33304, 0, 0, 0
1.1814, 0, 3, 2.2956, 0, 0, 0
1.2012, 0, 3, 2.27222, 0, 0, 0
1.221, 0, 3, 2.25619, 0, 0, 0
1.2408, 0, 3, 2.23971, 0, 0, 0
1.2606, 0, 3, 2.21643, 0, 0, 0
1.2804, 0, 3, 2.18278, 0, 0, 0
1.3002, 0, 3, 2.13816, 0, 0, 0
1.3222, 0, 3, 2.07768, 0, 0, 0
1.342, 0, 3, 2.01539, 0, 0, 0
1.3618, 0, 3, 1.94885, 0, 0, 0
1.3816, 0, 3, 1.87959, 0, 0, 0
1.4014, 0, 3, 1.80861, 0, 0, 0
1.4212, 0, 3, 1.73616, 0, 0, 0
1.441, 0, 3, 1.66203, 0, 0, 0
1.4608, 0, 3, 1.58591, 0, 0, 0
1.4806, 0, 3, 1.50786, 0, 0, 0
1.5004, 0, 3, 1.42883, 0, 0, 0
1.5202, 0, 3, 1.35092, 0, 0, 0
1.5422, 0, 3, 1.27017, 0, 0, 0
1.562, 0, 3, 1.20693, 0, 0, 0
1.5818, 0, 3, 1.15566, 0, 0, 0
1.6016, 0, 3, 1.11769, 0, 0, 0
1.6214, 0, 3, 1.09147, 0, 0, 0
1.6412, 0, 3, 1.07324, 0, 0, 0
1.661, 0, 3, 1.05818, 0, 0, 0
1.6808, 0, 3, 1.04165, 0, 0, 0
1.7006, 0, 3, 1.02022, 0, 0, 0
1.7204, 0, 3, 0.991984, 0, 0, 0
1.7402, 0, 3, 0.956475, 0, 0, 0
1.7622, 0, 3, 0.909337, 0, 0, 0
1.782, 0, 3, 0.860538, 0, 0, 0
1.8018, 0, 3, 0.807739, 0, 0, 0
1.8216, 0, 3, 0.751993, 0, 0, 0
1.8414, 0, 3, 0.694416, 0, 0, 0
1.8612, 0, 3, 0.635907, 0, 0, 0
1.881, 0, 3, 0.577107, 0, 0, 0
1.9008, 0, 3, 0.518453, 0, 0, 0
1.9206, 0, 3, 0.460198, 0, 0, 0
1.9404, 0, 3, 0.402558, 0, 0, 0
1.9602, 0, 3, 0.345843, 0, 0, 0
1.9822, 0, 3, 0.284967, 0, 0, 0
2.002, 0, 3, 0.233226, 0, 0, 0
2.0218, 0, 3, 0.186127, 0, 0, 0
2.0416, 0, 3, 0.145478, 0, 0, 0
2.0614, 0, 3, 0.112673, 0, 0, 0
2.0812, 0, 3, 0.0879561, 0, 0, 0
2.101, 0, 3, 0.0707891, 0, 0, 0
2.1208, 0, 3, 0.0583099, 0, 0, 0
2.1406, 0, 3, 0.0479627, 0, 0, 0
2.1604, 0, 3, 0.0365017, 0, 0, 0
2.1802, 0, 3, 0.0191584, 0, 0, 0
0, 0.39032, 3, 5.64775, 0.274176, 0.274176, 0
0, 0.37064, 3, 5.65331, 0.520704, 0.520704, 0
0, 0.35137, 3, 5.67342, 0.735306, 0.735306, 0
0, 0.33169, 3, 5.70738, 0.927114, 0.927114, 0
0, 0.31201, 3, 5.7538, 1.09127, 1.09127, 0
0, 0.29274, 3, 5.80937, 1.22522, 1.22522, 0
0, 0.27306, 3, 5.87533, 1.33466, 1.33466, 0
0, 0.25379, 3, 5.94456, 1.41503, 1.41503, 0
0, 0.23411, 3, 6.00794, 1.46975, 1.46975, 0
0, 0.21443, 3, 6.04885, 1.49683, 1.49683, 0
0, 0.19516, 3, 6.05813, 1.49654, 1.49654, 0
0, 0.17548, 3, 6.03335, 1.4689, 1.4689, 0
0, 0.1558, 3, 5.97975, 1.4136, 1.4136, 0
0, 0.13653, 3, 5.90983, 1.33267, 1.33267, 0
0, 0.11685, 3, 5.83646, 1.22265, 1.22265, 0
0, 0.09758, 3, 5.77395, 1.08814, 1.08814, 0
0, 0.0779, 3, 5.72366, 0.9234, 0.9234, 0
0, 0.05822, 3, 5.68897, 0.731016, 0.731016, 0
0, 0.03895, 3, 5.66953, 0.51585, 0.51585, 0
0, 0.01927, 3, 5.66377, 0.268746, 0.268746, 0
2.2, 0.01968, 3, 0, 0.355915, 0.351572, -0.0554304
2.2, 0.03936, 3, 0, 0.629025, 0.627412, -0.0450251
2.2, 0.05863, 3, 0, 0.864056, 0.861874, -0.0613614
2.2, 0.07831, 3, 0, 1.05592, 1.05099, -0.101837
2.2, 0.09799, 3, 0, 1.18691, 1.17443, -0.171674
2.2, 0.11726, 3, 0, 1.27744, 1.25229, -0.252257
2.2, 0.13694, 3, 0, 1.37038, 1.33407, -0.313344
2.2, 0.15621, 3, 0, 1.46396, 1.42638, -0.329573
2.2, 0.17589, 3, 0, 1.53302, 1.50118, -0.310845
2.2, 0.19557, 3, 0, 1.55698, 1.53249, -0.275081
2.2, 0.21484, 3, 0, 1.53722, 1.51959, -0.232157
2.2, 0.23452, 3, 0, 1.4766, 1.4652, -0.183065
2.2, 0.2542, 3, 0, 1.38248, 1.37606, -0.133094
2.2, 0.27347, 3, 0, 1.2665, 1.26335, -0.0892482
2.2, 0.29315, 3, 0, 1.13113, 1.12985, -0.0536851
2.2, 0.31242, 3, 0, 0.984593, 0.984201, -0.0277941
2.2, 0.3321, 3, 0, 0.819138, 0.819094, -0.0084419
2.2, 0.35178, 3, 0, 0.635009, 0.634964, 0.00755925
2.2, 0.37105, 3, 0, 0.435126, 0.434368, 0.0256722
2.2, 0.39073, 3, 0, 0.215792, 0.212131, 0.0395823
2.178, 0.41, 3, 0.0396938, 0, 0, 0
2.1582, 0.41, 3, 0.0743298, 0, 0, 0
2.1384, 0.41, 3, 0.113845, 0, 0, 0
2.1186, 0.41, 3, 0.157157, 0, 0, 0
2.0988, 0.41, 3, 0.202326, 0, 0, 0
2.079, 0.41, 3, 0.248694, 0, 0, 0
2.0592, 0.41, 3, 0.294893, 0, 0, 0
2.0394, 0.41, 3, 0.339745, 0, 0, 0
2.0196, 0.41, 3, 0.381961, 0, 0, 0
1.9998, 0.41, 3, 0.420565, 0, 0, 0
1.9778, 0.41, 3, 0.457323, 0, 0, 0
1.958, 0.41, 3, 0.484606, 0, 0, 0
1.9382, 0.41, 3, 0.506184, 0, 0, 0
1.9184, 0.41, 3, 0.52288, 0, 0, 0
1.8986, 0.41, 3, 0.536526, 0, 0, 0
1.8788, 0.41, 3, 0.549974, 0, 0, 0
