x, y, t, p, sqrt(u^2+v^2), u, v
0, 0, 4, 5.69494, 0, 0, 0
2.2, 0, 4, 0, 0, 0, 0
0, 0.41, 4, 5.61573, 0, 0, 0
2.2, 0.41, 4, 0, 0, 0, 0
0.2, 0.15, 4, 3.96045, 0, 0, 0
0.25, 0.2, 4, 4.39986, 0, 0, 0
0.2, 0.25, 4, 3.61137, 0, 0, 0
0.15, 0.2, 4, 7.22315, 0, 0, 0
0.022, 0, 4, 5.69307, 0, 0, 0
0.0418, 0, 4, 5.68945, 0, 0, 0
0.0616, 0, 4, 5.67801, 0, 0, 0
0.0814, 0, 4, 5.6648, 0, 0, 0
0.1012, 0, 4, 5.63712, 0, 0, 0
0.121, 0, 4, 5.60709, 0, 0, 0
0.1408, 0, 4, 5.56034, 0, 0, 0
0.1606, 0, 4, 5.49447, 0, 0, 0
0.1804, 0, 4, 5.43048, 0, 0, 0
0.2002, 0, 4, 5.33733, 0, 0, 0
0.2222, 0, 4, 5.24669, 0, 0, 0
0.242, 0, 4, 5.14222, 0, 0, 0
0.2618, 0, 4, 5.05478, 0, 0, 0
0.2816, 0, 4, 4.9648, 0, 0, 0
0.3014, 0, 4, 4.87852, 0, 0, 0
0.3212, 0, 4, 4.80177, 0, 0, 0
0.341, 0, 4, 4.72685, 0, 0, 0
0.3608, 0, 4, 4.65817, 0, 0, 0
0.3806, 0, 4, 4.59147, 0, 0, 0
0.4004, 0, 4, 4.52608, 0, 0, 0
0.4202, 0, 4, 4.46085, 0, 0, 0
0.4422, 0, 4, 4.38838, 0, 0, 0
0.462, 0, 4, 4.32469, 0, 0, 0
0.4818, 0, 4, 4.26568, 0, 0, 0
0.5016, 0, 4, 4.21373, 0, 0, 0
0.5214, 0, 4, 4.16891, 0, 0, 0
0.5412, 0, 4, 4.13418, 0, 0, 0
0.561, 0, 4, 4.1159, 0, 0, 0
0.5808, 0, 4, 4.11514, 0, 0, 0
0.6006, 0, 4, 4.12258, 0, 0, 0
0.6204, 0, 4, 4.12581, 0, 0, 0
0.6402, 0, 4, 4.11862, 0, 0, 0
0.6622, 0, 4, 4.09786, 0, 0, 0
0.682, 0, 4, 4.06877, 0, 0, 0
0.7018, 0, 4, 4.02912, 0, 0, 0
0.7216, 0, 4, 3.97717, 0, 0, 0
0.7414, 0, 4, 3.91205, 0, 0, 0
0.7612, 0, 4, 3.83458, 0, 0, 0
0.781, 0, 4, 3.74804, 0, 0, 0
0.8008, 0, 4, 3.65777, 0, 0, 0
0.8206, 0, 4, 3.56901, 0, 0, 0
0.8404, 0, 4, 3.48445, 0, 0, 0
0.8602, 0, 4, 3.40328, 0, 0, 0
0.8822, 0, 4, 3.31362, 0, 0, 0
0.902, 0, 4, 3.22961, 0, 0, 0
0.9218, 0, 4, 3.14202, 0, 0, 0
0.9416, 0, 4, 3.05225, 0, 0, 0
0.9614, 0, 4, 2.96404, 0, 0, 0
0.9812, 0, 4, 2.8828, 0, 0, 0
1.001, 0, 4, 2.81428, 0, 0, 0
1.0208, 0, 4, 2.7625, 0, 0, 0
1.0406, 0, 4, 2.72781, 0, 0, 0
1.0604, 0, 4, 2.70626, 0, 0, 0
1.0802, 0, 4, 2.69071, 0, 0, 0
1.1022, 0, 4, 2.67072, 0, 0, 0
1.122, 0, 4, 2.64398, 0, 0, 0
1.1418, 0, 4, 2.60611, 0, 0, 0
1.1616, 0, 4, 2.55702, 0, 0, 0
1.1814, 0, 4, 2.4986, 0, 0, 0
