x, y, t, p, sqrt(u^2+v^2), u, v
0, 0, 2, 5.52853, 0, 0, 0
2.2, 0, 2, 0, 0, 0, 0
0, 0.41, 2, 5.60663, 0, 0, 0
2.2, 0.41, 2, 0, 0, 0, 0
0.2, 0.15, 2, 3.66802, 0, 0, 0
0.25, 0.2, 2, 4.34383, 0, 0, 0
0.2, 0.25, 2, 3.85438, 0, 0, 0
0.15, 0.2, 2, 7.13758, 0, 0, 0
0.022, 0, 2, 5.52663, 0, 0, 0
0.0418, 0, 2, 5.52263, 0, 0, 0
0.0616, 0, 2, 5.5092, 0, 0, 0
0.0814, 0, 2, 5.49226, 0, 0, 0
0.1012, 0, 2, 5.45817, 0, 0, 0
0.121, 0, 2, 5.42097, 0, 0, 0
0.1408, 0, 2, 5.3616, 0, 0, 0
0.1606, 0, 2, 5.28413, 0, 0, 0
0.1804, 0, 2, 5.20783, 0, 0, 0
0.2002, 0, 2, 5.09803, 0, 0, 0
0.2222, 0, 2, 4.99496, 0, 0, 0
0.242, 0, 2, 4.87689, 0, 0, 0
0.2618, 0, 2, 4.78256, 0, 0, 0
0.2816, 0, 2, 4.68571, 0, 0, 0
0.3014, 0, 2, 4.59986, 0, 0, 0
0.3212, 0, 2, 4.52735, 0, 0, 0
0.341, 0, 2, 4.46365, 0, 0, 0
0.3608, 0, 2, 4.41207, 0, 0, 0
0.3806, 0, 2, 4.37035, 0, 0, 0
0.4004, 0, 2, 4.33822, 0, 0, 0
0.4202, 0, 2, 4.31444, 0, 0, 0
0.4422, 0, 2, 4.29652, 0, 0, 0
0.462, 0, 2, 4.28556, 0, 0, 0
0.4818, 0, 2, 4.27704, 0, 0, 0
0.5016, 0, 2, 4.268, 0, 0, 0
0.5214, 0, 2, 4.25526, 0, 0, 0
0.5412, 0, 2, 4.23543, 0, 0, 0
0.561, 0, 2, 4.20581, 0, 0, 0
0.5808, 0, 2, 4.16421, 0, 0, 0
0.6006, 0, 2, 4.11003, 0, 0, 0
0.6204, 0, 2, 4.04381, 0, 0, 0
0.6402, 0, 2, 3.96544, 0, 0, 0
0.6622, 0, 2, 3.86442, 0, 0, 0
0.682, 0, 2, 3.76382, 0, 0, 0
0.7018, 0, 2, 3.66008, 0, 0, 0
0.7216, 0, 2, 3.55887, 0, 0, 0
0.7414, 0, 2, 3.46555, 0, 0, 0
0.7612, 0, 2, 3.38488, 0, 0, 0
0.781, 0, 2, 3.32106, 0, 0, 0
0.8008, 0, 2, 3.27726, 0, 0, 0
0.8206, 0, 2, 3.25221, 0, 0, 0
0.8404, 0, 2, 3.23762, 0, 0, 0
0.8602, 0, 2, 3.22143, 0, 0, 0
0.8822, 0, 2, 3.19025, 0, 0, 0
0.902, 0, 2, 3.14928, 0, 0, 0
0.9218, 0, 2, 3.09998, 0, 0, 0
0.9416, 0, 2, 3.04689, 0, 0, 0
0.9614, 0, 2, 2.9927, 0, 0, 0
0.9812, 0, 2, 2.93776, 0, 0, 0
1.001, 0, 2, 2.88082, 0, 0, 0
1.0208, 0, 2, 2.82042, 0, 0, 0
1.0406, 0, 2, 2.75539, 0, 0, 0
1.0604, 0, 2, 2.68505, 0, 0, 0
1.0802, 0, 2, 2.60917, 0, 0, 0
1.1022, 0, 2, 2.51895, 0, 0, 0
1.122, 0, 2, 2.43333, 0, 0, 0
1.1418, 0, 2, 2.34685, 0, 0, 0
1.1616, 0, 2, 2.26324, 0, 0, 0
1.1814, 0, 2, 2.18649, 0, 0, 0
1.2012, 0, 2, 2.11971, 0, 0, 0
1.221, 0, 2, 2.06405, 0, 0, 0
1.2408, 0, 2, 2.01807, 0, 0, 0
1.2606, 0, 2, 1.97793, 0, 0, 0
1.2804, 0, 2, 1.93868, 0, 0, 0
1.3002, 0, 2, 1.896, 0, 0, 0
1.3222, 0, 2, 1.84121, 0, 0, 0
1.342, 0, 2, 1.78441, 0, 0, 0
1.3618, 0, 2, 1.72215, 0, 0, 0
1.3816, 0, 2, 1.65642, 0, 0, 0
1.4014, 0, 2, 1.58968, 0, 0, 0
1.4212, 0, 2, 1.52417, 0, 0, 0
1.441, 0, 2, 1.46166, 0, 0, 0
1.4608, 0, 2, 1.40331, 0, 0, 0
1.4806, 0, 2, 1.34969, 0, 0, 0
1.5004, 0, 2, 1.30081, 0, 0, 0
1.5202, 0, 2, 1.25624, 0, 0, 0
1.5422, 0, 2, 1.21071, 0, 0, 0
1.562, 0, 2, 1.17274, 0, 0, 0
1.5818, 0, 2, 1.13637, 0, 0, 0
1.6016, 0, 2, 1.1011, 0, 0, 0
1.6214, 0, 2, 1.06659, 0, 0, 0
1.6412, 0, 2, 1.03266, 0, 0, 0
1.661, 0, 2, 0.999177, 0, 0, 0
1.6808, 0, 2, 0.965835, 0, 0, 0
1.7006, 0, 2, 0.932114, 0, 0, 0
1.7204, 0, 2, 0.897362, 0, 0, 0
1.7402, 0, 2, 0.860975, 0, 0, 0
1.7622, 0, 2, 0.81828, 0, 0, 0
1.782, 0, 2, 0.777694, 0, 0, 0
1.8018, 0, 2, 0.735704, 0, 0, 0
1.8216, 0, 2, 0.692902, 0, 0, 0
1.8414, 0, 2, 0.650022, 0, 0, 0
1.8612, 0, 2, 0.607699, 0, 0, 0
1.881, 0, 2, 0.566364, 0, 0, 0
1.9008, 0, 2, 0.526234, 0, 0, 0
1.9206, 0, 2, 0.487331, 0, 0, 0
1.9404, 0, 2, 0.44959, 0, 0, 0
1.9602, 0, 2, 0.412807, 0, 0, 0
1.9822, 0, 2, 0.373016, 0, 0, 0
2.002, 0, 2, 0.337727, 0, 0, 0
2.0218, 0, 2, 0.302943, 0, 0, 0
2.0416, 0, 2, 0.268381, 0, 0, 0
2.0614, 0, 2, 0.234151, 0, 0, 0
2.0812, 0, 2, 0.199743, 0, 0, 0
2.101, 0, 2, 0.166001, 0, 0, 0
2.1208, 0, 2, 0.131658, 0, 0, 0
2.1406, 0, 2, 0.0983597, 0, 0, 0
2.1604, 0, 2, 0.0650479, 0, 0, 0
2.1802, 0, 2, 0.0300111, 0, 0, 0
0, 0.39032, 2, 5.60816, 0.274176, 0.274176, 0
0, 0.37064, 2, 5.61377, 0.520704, 0.520704, 0
0, 0.35137, 2, 5.6335, 0.735306, 0.735306, 0
0, 0.33169, 2, 5.66627, 0.927114, 0.927114, 0
0, 0.31201, 2, 5.71036, 1.09127, 1.09127, 0
0, 0.29274, 2, 5.76226, 1.22522, 1.22522, 0
0, 0.27306, 2, 5.82278, 1.33466, 1.33466, 0
0, 0.25379, 2, 5.88511, 1.41503, 1.41503, 0
0, 0.23411, 2, 5.93998, 1.46975, 1.46975, 0
0, 0.21443, 2, 5.97086, 1.49683, 1.49683, 0
0, 0.19516, 2, 5.96938, 1.49654, 1.49654, 0
0, 0.17548, 2, 5.93377, 1.4689, 1.4689, 0
0, 0.1558, 2, 5.87056, 1.4136, 1.4136, 0
0, 0.13653, 2, 5.79283, 1.33267, 1.33267, 0
0, 0.11685, 2, 5.71297, 1.22265, 1.22265, 0
