x, y, t, p, sqrt(u^2+v^2), u, v
0, 0, 6, 5.65941, 0, 0, 0
2.2, 0, 6, 0, 0, 0, 0
0, 0.41, 6, 5.68862, 0, 0, 0
2.2, 0.41, 6, 0, 0, 0, 0
0.2, 0.15, 6, 3.77699, 0, 0, 0
0.25, 0.2, 6, 4.40299, 0, 0, 0
0.2, 0.25, 6, 3.81917, 0, 0, 0
0.15, 0.2, 6, 7.24334, 0, 0, 0
0.022, 0, 6, 5.65733, 0, 0, 0
0.0418, 0, 6, 5.65266, 0, 0, 0
0.0616, 0, 6, 5.63804, 0, 0, 0
0.0814, 0, 6, 5.61933, 0, 0, 0
0.1012, 0, 6, 5.58413, 0, 0, 0
0.121, 0, 6, 5.54549, 0, 0, 0
0.1408, 0, 6, 5.48639, 0, 0, 0
0.1606, 0, 6, 5.4131, 0, 0, 0
0.1804, 0, 6, 5.34025, 0, 0, 0
0.2002, 0, 6, 5.2404, 0, 0, 0
0.2222, 0, 6, 5.15076, 0, 0, 0
0.242, 0, 6, 5.05094, 0, 0, 0
0.2618, 0, 6, 4.97972, 0, 0, 0
0.2816, 0, 6, 4.90682, 0, 0, 0
0.3014, 0, 6, 4.85172, 0, 0, 0
0.3212, 0, 6, 4.80703, 0, 0, 0
0.341, 0, 6, 4.77251, 0, 0, 0
0.3608, 0, 6, 4.74598, 0, 0, 0
0.3806, 0, 6, 4.72214, 0, 0, 0
0.4004, 0, 6, 4.69855, 0, 0, 0
0.4202, 0, 6, 4.67263, 0, 0, 0
0.4422, 0, 6, 4.63791, 0, 0, 0
0.462, 0, 6, 4.59516, 0, 0, 0
0.4818, 0, 6, 4.5427, 0, 0, 0
0.5016, 0, 6, 4.4816, 0, 0, 0
0.5214, 0, 6, 4.40825, 0, 0, 0
0.5412, 0, 6, 4.32282, 0, 0, 0
0.561, 0, 6, 4.23003, 0, 0, 0
0.5808, 0, 6, 4.13469, 0, 0, 0
0.6006, 0, 6, 4.04192, 0, 0, 0
0.6204, 0, 6, 3.95794, 0, 0, 0
0.6402, 0, 6, 3.88958, 0, 0, 0
0.6622, 0, 6, 3.83602, 0, 0, 0
0.682, 0, 6, 3.803, 0, 0, 0
0.7018, 0, 6, 3.7717, 0, 0, 0
0.7216, 0, 6, 3.73556, 0, 0, 0
0.7414, 0, 6, 3.6952, 0, 0, 0
0.7612, 0, 6, 3.65521, 0, 0, 0
0.781, 0, 6, 3.61933, 0, 0, 0
0.8008, 0, 6, 3.58807, 0, 0, 0
0.8206, 0, 6, 3.55896, 0, 0, 0
0.8404, 0, 6, 3.52815, 0, 0, 0
0.8602, 0, 6, 3.49207, 0, 0, 0
0.8822, 0, 6, 3.44295, 0, 0, 0
0.902, 0, 6, 3.38945, 0, 0, 0
0.9218, 0, 6, 3.32837, 0, 0, 0
0.9416, 0, 6, 3.26089, 0, 0, 0
0.9614, 0, 6, 3.18857, 0, 0, 0
0.9812, 0, 6, 3.11231, 0, 0, 0
1.001, 0, 6, 3.03209, 0, 0, 0
1.0208, 0, 6, 2.94722, 0, 0, 0
1.0406, 0, 6, 2.85708, 0, 0, 0
1.0604, 0, 6, 2.7619, 0, 0, 0
1.0802, 0, 6, 2.66346, 0, 0, 0
1.1022, 0, 6, 2.55524, 0, 0, 0
1.122, 0, 6, 2.46475, 0, 0, 0
1.1418, 0, 6, 2.38733, 0, 0, 0
1.1616, 0, 6, 2.32799, 0, 0, 0
1.1814, 0, 6, 2.28787, 0, 0, 0
1.2012, 0, 6, 2.26357, 0, 0, 0
1.221, 0, 6, 2.24828, 0, 0, 0
1.2408, 0, 6, 2.23399, 0, 0, 0
1.2606, 0, 6, 2.21406, 0, 0, 0
1.2804, 0, 6, 2.18462, 0, 0, 0
1.3002, 0, 6, 2.14464, 0, 0, 0
1.3222, 0, 6, 2.08931, 0, 0, 0
1.342, 0, 6, 2.03107, 0, 0, 0
1.3618, 0, 6, 1.96762, 0, 0, 0
1.3816, 0, 6, 1.90007, 0, 0, 0
1.4014, 0, 6, 1.82911, 0, 0, 0
1.4212, 0, 6, 1.75478, 0, 0, 0
1.441, 0, 6, 1.6768, 0, 0, 0
1.4608, 0, 6, 1.59508, 0, 0, 0
1.4806, 0, 6, 1.51031, 0, 0, 0
1.5004, 0, 6, 1.42456, 0, 0, 0
1.5202, 0, 6, 1.34118, 0, 0, 0
1.5422, 0, 6, 1.25703, 0, 0, 0
1.562, 0, 6, 1.19345, 0, 0, 0
1.5818, 0, 6, 1.14384, 0, 0, 0
1.6016, 0, 6, 1.1087, 0, 0, 0
1.6214, 0, 6, 1.08574, 0, 0, 0
1.6412, 0, 6, 1.07085, 0, 0, 0
1.661, 0, 6, 1.05925, 0, 0, 0
1.6808, 0, 6, 1.0465, 0, 0, 0
1.7006, 0, 6, 1.02932, 0, 0, 0
1.7204, 0, 6, 1.00579, 0, 0, 0
1.7402, 0, 6, 0.975207, 0, 0, 0
1.7622, 0, 6, 0.933308, 0, 0, 0
1.782, 0, 6, 0.888352, 0, 0, 0
1.8018, 0, 6, 0.8378, 0, 0, 0
1.8216, 0, 6, 0.78174, 0, 0, 0
1.8414, 0, 6, 0.720473, 0, 0, 0
1.8612, 0, 6, 0.654449, 0, 0, 0
1.881, 0, 6, 0.584586, 0, 0, 0
1.9008, 0, 6, 0.512604, 0, 0, 0
1.9206, 0, 6, 0.441061, 0, 0, 0
1.9404, 0, 6, 0.373259, 0, 0, 0
1.9602, 0, 6, 0.312381, 0, 0, 0
1.9822, 0, 6, 0.25645, 0, 0, 0
2.002, 0, 6, 0.218377, 0, 0, 0
2.0218, 0, 6, 0.191101, 0, 0, 0
2.0416, 0, 6, 0.172936, 0, 0, 0
2.0614, 0, 6, 0.160712, 0, 0, 0
2.0812, 0, 6, 0.150682, 0, 0, 0
2.101, 0, 6, 0.139511, 0, 0, 0
2.1208, 0, 6, 0.124043, 0, 0, 0
2.1406, 0, 6, 0.102552, 0, 0, 0
2.1604, 0, 6, 0.074594, 0, 0, 0
2.1802, 0, 6, 0.0381171, 0, 0, 0
0, 0.39032, 6, 5.69004, 0.274176, 0.274176, 0
0, 0.37064, 6, 5.6954, 0.520704, 0.520704, 0
0, 0.35137, 6, 5.71486, 0.735306, 0.735306, 0
0, 0.33169, 6, 5.74764, 0.927114, 0.927114, 0
0, 0.31201, 6, 5.79227, 1.09127, 1.09127, 0
0, 0.29274, 6, 5.84549, 1.22522, 1.22522, 0
0, 0.27306, 6, 5.90845, 1.33466, 1.33466, 0
0, 0.25379, 6, 5.9743, 1.41503, 1.41503, 0
0, 0.23411, 6, 6.03383, 1.46975, 1.46975, 0
0, 0.21443, 6, 6.07052, 1.49683, 1.49683, 0
0, 0.19516, 6, 6.07551, 1.49654, 1.49654, 0
0, 0.17548, 6, 6.04643, 1.4689, 1.4689, 0
0, 0.1558, 6, 5.98889, 1.4136, 1.4136, 0
0, 0.13653, 6, 5.91567, 1.33267, 1.33267, 0
0, 0.11685, 6, 5.83952, 1.22265, 1.22265, 0
0, 0.09758, 6, 5.77482, 1.08814, 1.08814, 0
0, 0.0779, 6, 5.72284, 0.9234, 0.9234, 0
0, 0.05822, 6, 5.68701, 0.731016, 0.731016, 0
0, 0.03895, 6, 5.66694, 0.51585, 0.51585, 0
0, 0.01927, 6, 5.66101, 0.268746, 0.268746, 0
2.2, 0.01968, 6, 0, 0.38077, 0.377952, -0.0462347
2.2, 0.03936, 6, 0, 0.629098, 0.628759, -0.020651
2.2, 0.05863, 6, 0, 0.840145, 0.840059, -0.0120609
2.2, 0.07831, 6, 0, 1.03325, 1.03322, -0.0087081
