x, y, t, p, sqrt(u^2+v^2), u, v
0, 0, 7, 5.7089, 0, 0, 0
2.2, 0, 7, 0, 0, 0, 0
0, 0.41, 7, 5.60178, 0, 0, 0
2.2, 0.41, 7, 0, 0, 0, 0
0.2, 0.15, 7, 3.99879, 0, 0, 0
0.25, 0.2, 7, 4.39014, 0, 0, 0
0.2, 0.25, 7, 3.56083, 0, 0, 0
0.15, 0.2, 7, 7.22325, 0, 0, 0
0.022, 0, 7, 5.70697, 0, 0, 0
0.0418, 0, 7, 5.70314, 0, 0, 0
0.0616, 0, 7, 5.69139, 0, 0, 0
0.0814, 0, 7, 5.67779, 0, 0, 0
0.1012, 0, 7, 5.64999, 0, 0, 0
0.121, 0, 7, 5.61989, 0, 0, 0
0.1408, 0, 7, 5.57344, 0, 0, 0
0.1606, 0, 7, 5.50928, 0, 0, 0
0.1804, 0, 7, 5.44633, 0, 0, 0
0.2002, 0, 7, 5.35555, 0, 0, 0
0.2222, 0, 7, 5.26828, 0, 0, 0
0.242, 0, 7, 5.1674, 0, 0, 0
0.2618, 0, 7, 5.08382, 0, 0, 0
0.2816, 0, 7, 4.99806, 0, 0, 0
0.3014, 0, 7, 4.91602, 0, 0, 0
0.3212, 0, 7, 4.84329, 0, 0, 0
0.341, 0, 7, 4.7712, 0, 0, 0
0.3608, 0, 7, 4.70435, 0, 0, 0
0.3806, 0, 7, 4.63856, 0, 0, 0
0.4004, 0, 7, 4.57293, 0, 0, 0
0.4202, 0, 7, 4.50627, 0, 0, 0
0.4422, 0, 7, 4.42952, 0, 0, 0
0.462, 0, 7, 4.35833, 0, 0, 0
0.4818, 0, 7, 4.28818, 0, 0, 0
0.5016, 0, 7, 4.22309, 0, 0, 0
0.5214, 0, 7, 4.16435, 0, 0, 0
0.5412, 0, 7, 4.11312, 0, 0, 0
0.561, 0, 7, 4.075, 0, 0, 0
0.5808, 0, 7, 4.0562, 0, 0, 0
0.6006, 0, 7, 4.05376, 0, 0, 0
0.6204, 0, 7, 4.05611, 0, 0, 0
0.6402, 0, 7, 4.05301, 0, 0, 0
